,gyrMag-min,gyrMag-max,gyrMag-mean,gyrMag-median,gyrMag-std,gyrMag-IQR,gyrMag-RMS,gyrMag-MCR,gyrMag-Kurt,gyrMag-Skew,gyrMag-frEnergy,gyrMag-PeakFreq,gyrMag-frDmEntroPy,gyrMag-frMag1,gyrMag-frMag2,gyrMag-frMag3,gyrMag-frMag4,gyrMag-frMag5,accMag-min,accMag-max,accMag-mean,accMag-median,accMag-std,accMag-IQR,accMag-RMS,accMag-MCR,accMag-Kurt,accMag-Skew,accMag-frEnergy,accMag-PeakFreq,accMag-frDmEntroPy,accMag-frMag1,accMag-frMag2,accMag-frMag3,accMag-frMag4,accMag-frMag5,count,label,cattle_id,timestamp,timestamp_human
69,14.378,263.375,118.175,113.435,53.463,71.165,129.486,0.64,-0.017,0.455,160.344,4.6,3.049,12.597,4.113,3.15,7.509,1.67,6.302,18.176,10.63,10.265,3.017,3.538,11.042,0.76,0.074,0.779,8.075,4.6,2.906,0.046,0.069,0.153,0.171,0.096,50,walking,goat03,690001,1970-01-01 00:11:30.001
70,7.061,311.265,128.834,113.905,71.541,66.599,147.017,0.58,0.545,0.975,222.882,4.8,3.074,5.172,4.054,3.418,11.685,6.894,6.65,17.635,10.725,9.617,3.067,4.033,11.146,0.8,-0.584,0.717,8.892,4.8,3.001,0.11,0.184,0.366,0.177,0.226,50,walking,goat03,700001,1970-01-01 00:11:40.001
71,50.182,442.111,136.586,125.156,80.591,90.367,158.179,0.48,4.267,1.883,243.31,3.4,3.02,6.386,6.774,18.335,15.311,11.151,6.39,22.491,11.341,9.592,4.265,4.626,12.101,0.66,0.332,1.121,10.909,4.8,2.895,0.274,0.293,0.119,0.31,0.243,50,walking,goat03,710001,1970-01-01 00:11:50.001
72,23.918,540.363,120.818,107.709,85.5,64.246,147.517,0.58,9.976,2.638,279.665,5.0,3.092,4.812,10.485,4.26,5.811,9.322,6.688,21.377,10.649,9.756,3.15,3.22,11.097,0.66,2.384,1.532,9.351,5.0,2.96,0.252,0.169,0.125,0.19,0.103,50,walking,goat03,720001,1970-01-01 00:12:00.001
73,22.699,387.29,112.436,95.748,67.035,72.254,130.559,0.36,4.088,1.642,201.5,0.6,3.043,20.034,13.264,20.616,12.566,8.514,3.763,17.808,10.391,9.852,2.439,1.899,10.668,0.48,2.411,0.923,8.031,4.6,3.135,0.33,0.376,0.196,0.141,0.308,50,walking,goat03,730001,1970-01-01 00:12:10.001
74,11.921,859.864,222.91,172.548,169.012,195.096,278.716,0.5,2.633,1.542,539.266,0.4,3.105,3.935,42.668,19.54,29.773,16.894,3.382,34.135,12.459,10.937,6.522,7.868,14.032,0.52,1.167,1.173,19.638,3.6,3.033,0.469,1.108,0.898,0.265,0.228,50,walking,goat03,740001,1970-01-01 00:12:20.001
75,35.423,423.761,152.519,134.069,84.811,96.902,174.1,0.32,2.094,1.402,251.075,0.2,3.027,25.765,16.781,12.573,24.766,16.369,6.147,21.357,10.795,10.055,3.096,3.486,11.222,0.48,1.427,1.036,9.346,2.6,3.026,0.452,0.049,0.092,0.419,0.162,50,walking,goat03,750001,1970-01-01 00:12:30.001
76,18.782,551.895,117.587,92.506,114.7,89.389,163.461,0.18,7.617,2.785,338.784,0.4,3.01,35.549,36.3,13.906,26.16,16.578,1.892,21.587,10.079,9.977,3.219,1.675,10.57,0.52,5.548,1.078,9.007,4.8,2.878,0.249,0.265,0.15,0.142,0.209,50,walking,goat03,760001,1970-01-01 00:12:40.001
77,21.09,418.562,104.994,94.192,64.707,74.964,122.992,0.38,9.013,2.263,207.881,0.2,3.121,17.819,8.691,12.499,11.704,14.125,4.78,25.506,10.825,10.037,3.581,2.484,11.39,0.52,5.033,1.89,11.171,5.0,3.036,0.381,0.096,0.307,0.236,0.117,50,walking,goat03,770001,1970-01-01 00:12:50.001
78,25.2,281.229,156.23,145.734,62.103,83.755,167.891,0.46,-0.44,0.229,204.603,2.6,3.127,5.551,6.011,4.417,6.446,14.568,4.058,24.003,11.261,10.378,4.744,5.494,12.201,0.54,0.143,0.837,14.938,5.0,3.03,0.401,0.344,0.103,0.251,0.341,50,walking,goat03,780001,1970-01-01 00:13:00.001
79,24.371,330.138,115.289,97.842,67.529,80.044,133.268,0.42,0.698,1.014,197.099,1.2,3.017,19.134,11.782,3.517,5.003,1.435,4.055,19.536,10.386,10.278,3.296,3.135,10.887,0.7,0.63,0.77,9.436,4.4,2.992,0.318,0.246,0.054,0.189,0.389,50,walking,goat03,790001,1970-01-01 00:13:10.001
80,14.183,300.996,111.924,99.684,64.962,58.681,129.084,0.42,0.411,0.827,176.015,0.2,2.929,27.463,7.036,3.929,8.409,2.003,5.008,19.238,10.236,9.813,2.544,2.156,10.541,0.52,2.862,1.363,7.647,2.6,2.996,0.356,0.238,0.203,0.053,0.145,50,walking,goat03,800001,1970-01-01 00:13:20.001
81,20.22,446.289,174.718,150.488,88.1,77.279,195.276,0.3,1.316,1.016,275.167,0.2,3.087,23.965,6.483,6.472,11.35,6.666,4.358,29.04,11.514,10.136,5.639,4.956,12.796,0.54,1.253,1.292,16.151,4.2,2.974,0.685,0.222,0.142,0.601,1.462,50,walking,goat03,810001,1970-01-01 00:13:30.001
82,12.973,402.697,102.228,86.842,73.695,73.03,125.59,0.32,4.202,1.751,223.242,0.2,3.053,21.451,11.028,19.325,4.08,3.595,5.834,14.557,10.153,9.99,1.825,2.502,10.313,0.58,0.084,0.3,5.69,3.4,3.083,0.348,0.128,0.202,0.151,0.13,50,walking,goat03,820001,1970-01-01 00:13:40.001
83,44.627,433.92,165.733,142.983,96.291,98.145,191.191,0.24,0.819,1.182,307.49,0.2,3.108,28.617,17.876,11.899,15.918,6.498,3.812,25.171,11.099,10.35,4.496,4.447,11.958,0.5,1.203,1.04,13.396,2.8,3.037,0.971,0.274,0.56,0.31,0.165,50,walking,goat03,830001,1970-01-01 00:13:50.001
84,9.555,292.616,125.046,121.819,60.15,75.548,138.499,0.58,0.224,0.56,198.305,5.0,3.113,5.671,14.026,12.375,3.247,9.151,4.649,18.949,10.298,10.533,2.59,2.908,10.613,0.48,2.575,0.981,7.742,3.2,3.012,0.126,0.304,0.061,0.161,0.534,50,walking,goat03,840001,1970-01-01 00:14:00.001
85,38.691,229.631,129.756,118.807,56.411,96.116,141.263,0.42,-1.114,0.313,177.89,2.6,3.081,11.059,4.511,8.049,6.532,1.212,5.698,17.564,10.232,9.817,2.783,3.237,10.596,0.56,0.227,0.698,8.118,2.4,3.034,0.222,0.34,0.232,0.204,0.242,50,walking,goat03,850001,1970-01-01 00:14:10.001
86,57.774,411.336,171.097,148.216,88.594,113.293,192.266,0.5,-0.167,0.859,231.293,3.0,2.891,8.259,8.064,1.807,1.882,4.747,5.027,21.518,11.181,10.499,4.047,3.544,11.878,0.56,1.144,1.202,11.556,4.2,2.944,0.166,0.273,0.054,0.082,0.74,50,walking,goat03,860001,1970-01-01 00:14:20.001
87,21.276,222.964,100.483,91.709,49.707,55.623,111.884,0.4,-0.037,0.813,157.67,0.2,3.081,12.61,9.405,8.718,10.493,6.127,5.887,17.58,10.515,10.109,2.393,2.305,10.779,0.62,1.205,1.086,7.548,3.8,3.061,0.151,0.168,0.163,0.122,0.129,50,walking,goat03,870001,1970-01-01 00:14:30.001
88,11.665,431.196,116.701,88.323,90.444,103.116,147.09,0.4,1.507,1.278,277.623,0.2,3.056,23.994,17.491,3.231,8.244,17.24,7.798,19.907,10.706,10.041,2.39,1.789,10.964,0.5,4.678,2.077,8.035,5.0,3.137,0.261,0.284,0.26,0.333,0.38,50,walking,goat03,880001,1970-01-01 00:14:40.001
89,39.839,294.736,136.404,126.468,69.0,121.069,152.551,0.44,-0.751,0.521,200.25,1.2,2.992,16.696,7.955,0.685,12.142,12.72,5.619,27.481,10.189,9.358,3.836,3.366,10.874,0.6,7.454,2.375,12.12,4.2,3.089,0.225,0.182,0.103,0.414,0.729,50,walking,goat03,890001,1970-01-01 00:14:50.001
90,11.782,452.553,164.975,161.056,92.824,111.438,188.841,0.5,0.75,0.811,290.883,0.2,3.078,23.007,7.861,11.022,15.485,8.858,4.344,25.561,10.62,10.042,3.785,3.451,11.262,0.48,4.8,1.924,12.693,1.2,3.168,0.513,0.637,0.587,0.707,0.641,50,walking,goat03,900001,1970-01-01 00:15:00.001
91,30.057,410.022,157.112,144.259,91.597,124.727,181.401,0.38,0.196,0.872,253.06,0.2,2.965,43.932,13.765,4.384,3.596,8.101,4.444,26.196,10.646,9.4,4.387,3.832,11.498,0.56,3.643,1.835,13.623,3.6,3.072,0.288,0.521,0.738,0.371,0.117,50,walking,goat03,910001,1970-01-01 00:15:10.001
92,27.846,222.156,122.651,123.725,48.229,71.152,131.616,0.62,-0.781,0.103,144.41,4.8,3.041,11.863,5.247,7.496,1.581,2.927,4.827,22.98,10.757,9.029,4.279,4.331,11.561,0.54,1.292,1.406,13.071,2.6,3.041,0.406,0.176,0.332,0.198,0.491,50,walking,goat03,920001,1970-01-01 00:15:20.001
93,56.211,423.795,156.701,146.799,71.745,77.775,172.045,0.66,3.85,1.589,205.9,4.2,3.006,8.253,9.496,9.367,5.204,2.854,4.063,21.194,10.932,9.199,4.489,4.599,11.8,0.6,-0.264,0.87,13.057,4.4,2.989,0.093,0.235,0.453,0.41,0.362,50,walking,goat03,930001,1970-01-01 00:15:30.001
94,44.498,497.75,220.47,207.681,79.399,77.86,234.062,0.5,1.736,0.8,234.443,0.2,2.991,23.182,9.209,13.3,15.468,2.036,4.003,26.638,11.683,9.928,5.412,7.146,12.852,0.62,-0.092,0.878,12.736,3.8,2.775,0.225,0.592,0.004,1.466,0.483,50,walking,goat03,940001,1970-01-01 00:15:40.001
95,31.634,258.679,106.484,100.425,46.085,57.629,115.845,0.42,1.082,0.878,139.681,0.4,3.05,4.44,11.872,5.788,1.563,11.686,7.141,18.48,10.068,9.927,1.914,1.906,10.245,0.64,5.941,1.82,5.746,3.8,3.042,0.129,0.23,0.201,0.145,0.193,50,walking,goat03,950001,1970-01-01 00:15:50.001
96,21.445,380.313,108.565,101.148,65.844,70.504,126.63,0.44,4.109,1.56,203.111,0.4,3.078,15.34,20.648,5.428,6.556,14.188,6.103,18.879,10.299,10.107,2.175,2.142,10.521,0.58,3.362,1.189,6.739,3.0,3.087,0.068,0.212,0.173,0.299,0.141,50,walking,goat03,960001,1970-01-01 00:16:00.001
97,17.954,250.538,111.756,111.32,46.595,68.691,120.901,0.5,0.332,0.468,151.922,3.6,3.135,9.265,8.552,2.43,6.859,8.182,6.924,21.829,11.344,10.3,3.774,3.699,11.943,0.5,0.762,1.29,10.939,5.0,2.927,0.517,0.352,0.182,0.35,0.269,50,walking,goat03,970001,1970-01-01 00:16:10.001
98,8.804,222.735,94.634,86.111,47.928,65.636,105.862,0.44,0.126,0.748,141.768,3.8,3.019,8.881,7.46,7.086,5.988,13.296,6.695,20.233,10.276,9.894,2.652,2.034,10.606,0.5,3.64,1.744,8.273,5.0,3.029,0.056,0.128,0.136,0.182,0.123,50,walking,goat03,980001,1970-01-01 00:16:20.001
99,41.491,292.36,140.763,133.987,55.764,70.822,151.201,0.52,0.232,0.751,167.473,0.8,2.999,3.858,0.137,3.896,15.438,3.882,6.037,22.614,10.882,9.312,4.106,3.845,11.616,0.54,1.113,1.399,11.829,4.6,2.982,0.201,0.235,0.336,0.254,0.147,50,walking,goat03,990001,1970-01-01 00:16:30.001
100,3.241,181.313,44.462,26.041,44.528,41.267,62.609,0.16,0.96,1.389,104.201,0.2,2.774,21.642,11.068,9.896,8.845,9.584,8.759,11.478,9.896,9.97,0.403,0.299,9.904,0.54,4.604,0.41,1.332,5.0,3.115,0.067,0.035,0.041,0.023,0.052,50,standing,goat03,3610401,1970-01-01 01:00:10.401
101,1.355,140.933,26.674,10.336,35.525,22.192,44.14,0.08,2.43,1.855,89.819,0.2,2.885,15.88,11.494,4.028,2.35,5.42,8.384,10.908,9.873,9.921,0.452,0.402,9.883,0.46,1.509,-0.462,1.46,1.2,3.125,0.041,0.036,0.086,0.091,0.1,50,standing,goat03,3620401,1970-01-01 01:00:20.401
102,1.176,18.449,5.674,4.804,3.827,3.692,6.822,0.32,2.338,1.588,10.852,0.2,2.991,1.438,1.145,0.754,0.719,0.575,9.174,10.574,10.015,9.999,0.246,0.244,10.018,0.58,1.675,-0.391,0.774,3.8,3.103,0.029,0.016,0.021,0.036,0.03,50,standing,goat03,3630401,1970-01-01 01:00:30.401
103,0.386,73.002,11.966,6.129,14.795,11.825,18.913,0.2,5.305,2.254,39.073,0.4,2.887,4.479,5.714,2.809,3.158,2.387,9.124,10.483,9.904,9.907,0.24,0.209,9.907,0.6,2.245,-0.818,0.767,4.4,3.106,0.015,0.021,0.028,0.008,0.022,50,standing,goat03,3640401,1970-01-01 01:00:40.401
104,1.204,25.889,4.837,3.196,4.511,3.376,6.583,0.14,8.221,2.628,13.397,0.4,3.022,1.262,1.269,1.257,0.584,0.835,9.631,10.174,9.971,9.989,0.124,0.159,9.972,0.5,0.364,-0.796,0.368,4.8,3.036,0.027,0.023,0.028,0.008,0.017,50,standing,goat03,3650401,1970-01-01 01:00:50.401
105,1.241,93.733,13.206,7.352,17.951,6.754,22.141,0.08,10.285,3.177,47.551,0.2,2.893,6.367,5.778,5.025,3.497,3.018,9.024,11.245,10.047,10.029,0.281,0.143,10.051,0.58,8.827,0.938,0.856,2.8,3.041,0.012,0.006,0.026,0.013,0.034,50,standing,goat03,3660401,1970-01-01 01:01:00.401
106,0.149,47.543,6.777,1.664,11.679,3.094,13.401,0.04,4.695,2.383,26.604,0.2,2.734,5.007,4.253,3.175,2.152,1.632,9.698,10.145,10.012,10.018,0.074,0.089,10.013,0.28,4.792,-1.428,0.215,0.8,3.018,0.011,0.017,0.003,0.027,0.011,50,standing,goat03,3670401,1970-01-01 01:01:10.401
107,0.591,93.459,20.689,7.427,24.382,27.237,31.79,0.08,0.735,1.348,48.203,0.4,2.617,3.461,13.941,2.465,7.121,2.185,9.269,11.436,10.003,9.996,0.296,0.091,10.007,0.76,10.323,1.717,0.936,4.6,3.086,0.016,0.021,0.021,0.032,0.033,50,standing,goat03,3680401,1970-01-01 01:01:20.401
108,0.061,10.403,2.094,1.697,1.9,1.171,2.815,0.34,7.892,2.701,5.916,1.0,3.077,0.409,0.432,0.302,0.379,0.522,9.771,10.245,10.004,9.996,0.066,0.049,10.005,0.46,4.726,0.311,0.195,1.8,2.997,0.007,0.004,0.002,0.005,0.002,50,standing,goat03,3690401,1970-01-01 01:01:30.401
109,0.468,37.02,5.73,2.809,7.525,4.482,9.398,0.08,5.706,2.397,18.806,0.2,2.861,3.411,2.215,1.779,1.562,1.097,9.393,10.149,9.937,9.968,0.134,0.077,9.938,0.42,6.393,-2.263,0.424,0.2,3.086,0.034,0.022,0.02,0.014,0.018,50,standing,goat03,3700401,1970-01-01 01:01:40.401
110,0.448,140.35,15.163,6.962,24.728,11.757,28.795,0.2,12.306,3.295,68.931,0.4,2.914,3.655,7.261,6.414,4.015,5.891,8.854,11.744,10.03,9.994,0.413,0.214,10.038,0.54,6.472,1.513,1.3,3.8,3.098,0.028,0.047,0.021,0.027,0.051,50,standing,goat03,3710401,1970-01-01 01:01:50.401
111,0.492,22.559,5.136,2.91,5.544,4.484,7.517,0.18,2.726,1.865,15.076,0.6,2.938,0.692,1.506,1.89,0.385,1.825,9.038,10.645,10.089,10.089,0.195,0.085,10.09,0.5,16.346,-2.633,0.634,4.4,3.131,0.018,0.014,0.019,0.025,0.02,50,standing,goat03,3720401,1970-01-01 01:02:00.401
112,0.628,17.577,3.752,2.429,3.933,2.534,5.407,0.18,5.163,2.376,9.205,0.2,2.7,1.499,1.088,1.342,0.859,0.728,9.903,10.152,10.038,10.038,0.057,0.084,10.038,0.4,-0.617,0.054,0.177,0.2,3.061,0.016,0.006,0.008,0.007,0.005,50,standing,goat03,3730401,1970-01-01 01:02:10.401
113,0.061,7.027,2.41,2.088,1.556,1.425,2.861,0.32,1.398,1.258,4.711,0.8,3.04,0.304,0.437,0.174,0.448,0.145,9.959,10.275,10.082,10.077,0.063,0.083,10.082,0.38,0.556,0.531,0.201,3.2,3.111,0.011,0.012,0.007,0.004,0.013,50,standing,goat03,3740401,1970-01-01 01:02:20.401
114,0.693,18.33,3.887,2.969,3.346,2.155,5.107,0.26,6.831,2.489,9.159,0.2,2.914,0.969,0.917,0.677,0.569,0.402,9.982,10.229,10.111,10.114,0.057,0.076,10.112,0.42,-0.357,-0.011,0.176,1.2,3.054,0.012,0.005,0.008,0.011,0.003,50,standing,goat03,3750401,1970-01-01 01:02:30.401
115,0.386,21.605,3.604,2.011,4.185,3.038,5.491,0.2,7.655,2.699,11.591,0.6,2.948,0.945,0.835,1.496,0.838,1.05,9.683,10.469,10.128,10.133,0.111,0.069,10.128,0.42,5.842,-0.487,0.357,1.8,3.117,0.003,0.012,0.013,0.007,0.024,50,standing,goat03,3760401,1970-01-01 01:02:40.401
116,0.549,17.748,5.597,3.566,4.937,5.9,7.43,0.1,0.056,1.198,13.13,0.4,2.906,1.403,2.116,0.85,0.222,0.79,9.176,10.206,9.977,9.988,0.148,0.121,9.978,0.5,15.402,-3.096,0.505,5.0,3.166,0.022,0.015,0.015,0.024,0.018,50,standing,goat03,3770401,1970-01-01 01:02:50.401
117,0.951,36.349,7.754,6.362,6.534,6.074,10.097,0.26,6.517,2.248,18.787,0.2,3.006,2.478,1.763,0.404,0.886,1.178,9.443,10.443,10.01,10.007,0.153,0.146,10.011,0.46,3.489,-0.525,0.46,1.8,3.036,0.015,0.015,0.007,0.008,0.027,50,standing,goat03,3780401,1970-01-01 01:03:00.401
118,0.802,92.819,12.029,4.677,18.932,5.565,22.27,0.02,8.197,2.872,53.827,0.2,3.002,7.055,6.06,4.209,2.358,2.226,9.305,10.364,10.021,10.047,0.207,0.231,10.023,0.52,2.72,-1.398,0.667,3.8,3.086,0.011,0.017,0.04,0.047,0.032,50,standing,goat03,3790401,1970-01-01 01:03:10.401
119,0.747,79.272,10.515,2.824,17.227,7.501,20.035,0.08,6.75,2.64,40.51,0.6,2.68,5.938,4.484,6.255,4.374,2.278,9.455,10.98,10.324,10.323,0.209,0.133,10.326,0.46,6.245,-0.918,0.673,3.4,3.123,0.019,0.009,0.019,0.02,0.012,50,standing,goat03,3800401,1970-01-01 01:03:20.401
120,0.328,5.329,2.485,2.164,1.254,2.071,2.778,0.4,-0.71,0.565,3.904,0.4,3.075,0.203,0.336,0.254,0.092,0.238,10.116,10.513,10.364,10.37,0.08,0.079,10.364,0.5,1.272,-1.005,0.243,3.6,3.055,0.017,0.013,0.004,0.009,0.007,50,standing,goat03,3810401,1970-01-01 01:03:30.401
121,0.565,56.708,7.595,3.672,10.902,7.263,13.197,0.12,7.985,2.724,27.289,0.2,2.794,4.457,3.243,1.919,2.028,2.064,10.039,10.721,10.396,10.402,0.129,0.081,10.396,0.52,1.823,-0.061,0.385,2.4,3.024,0.007,0.011,0.01,0.014,0.016,50,standing,goat03,3820401,1970-01-01 01:03:40.401
122,0.251,89.432,23.91,13.837,24.419,30.494,34.001,0.1,0.676,1.237,54.519,0.4,2.667,8.848,9.141,8.038,5.549,1.417,9.688,11.67,10.346,10.359,0.312,0.251,10.351,0.4,5.415,1.227,1.02,1.0,3.132,0.025,0.021,0.043,0.056,0.077,50,standing,goat03,3830401,1970-01-01 01:03:50.401
123,1.126,17.878,7.61,6.476,4.746,6.503,8.943,0.24,-0.584,0.64,12.578,0.2,2.93,2.309,0.275,1.16,0.859,0.753,9.39,11.032,10.38,10.414,0.248,0.242,10.382,0.58,4.217,-1.062,0.809,4.8,3.128,0.037,0.009,0.012,0.047,0.015,50,standing,goat03,3840401,1970-01-01 01:04:00.401
124,1.305,23.693,8.165,6.233,5.2,5.152,9.652,0.26,0.843,1.196,15.254,1.0,2.998,0.772,0.964,1.322,1.311,1.326,9.949,10.816,10.38,10.378,0.207,0.269,10.382,0.44,-0.506,-0.092,0.647,2.8,3.086,0.033,0.027,0.027,0.007,0.018,50,standing,goat03,3850401,1970-01-01 01:04:10.401
125,0.716,30.595,6.793,2.667,8.611,5.703,10.9,0.12,1.534,1.713,17.88,0.4,2.615,3.443,3.785,2.166,1.767,0.586,10.146,10.714,10.416,10.415,0.093,0.101,10.416,0.54,1.757,0.422,0.291,3.8,3.065,0.015,0.014,0.011,0.006,0.006,50,standing,goat03,3860401,1970-01-01 01:04:20.401
126,0.804,77.838,9.22,3.775,13.981,6.531,16.63,0.14,10.865,3.126,39.704,0.2,2.984,4.721,3.007,3.782,3.779,1.841,10.101,10.703,10.379,10.389,0.092,0.09,10.38,0.48,3.141,-0.007,0.277,3.6,3.022,0.007,0.012,0.006,0.011,0.018,50,standing,goat03,3870401,1970-01-01 01:04:30.401
127,1.121,40.436,8.165,3.95,9.486,6.872,12.444,0.16,3.611,2.07,25.755,1.0,2.917,2.621,2.178,2.864,1.032,3.209,9.895,10.859,10.406,10.41,0.176,0.141,10.407,0.32,1.409,-0.034,0.524,2.4,3.031,0.008,0.012,0.01,0.037,0.022,50,standing,goat03,3880401,1970-01-01 01:04:40.401
128,0.427,45.547,8.633,6.071,9.074,6.438,12.459,0.18,8.217,2.716,24.29,0.2,2.911,3.467,1.836,2.961,1.511,1.38,9.859,10.722,10.377,10.386,0.139,0.161,10.378,0.4,2.877,-0.792,0.428,0.6,3.07,0.015,0.035,0.041,0.024,0.025,50,standing,goat03,3890401,1970-01-01 01:04:50.401
129,1.372,52.598,12.061,7.63,12.546,10.86,17.312,0.28,2.769,1.856,33.423,0.2,2.885,4.637,2.432,3.194,2.2,2.356,9.477,11.948,10.451,10.407,0.31,0.182,10.455,0.42,10.763,1.803,0.96,2.2,3.078,0.037,0.017,0.044,0.022,0.039,50,standing,goat03,3900401,1970-01-01 01:05:00.401
130,0.64,98.202,20.016,4.485,26.701,33.106,33.156,0.08,0.885,1.422,56.298,0.2,2.702,14.868,8.08,2.76,0.366,1.235,8.665,10.92,10.307,10.405,0.384,0.186,10.314,0.34,6.184,-2.223,1.206,0.2,3.06,0.116,0.095,0.078,0.056,0.037,50,standing,goat03,3910401,1970-01-01 01:05:10.401
131,2.166,127.771,26.185,12.586,31.453,32.581,40.684,0.12,1.926,1.661,84.01,0.4,2.923,1.702,11.475,10.02,1.746,9.325,8.885,10.814,9.642,9.619,0.336,0.294,9.647,0.46,3.167,1.051,1.053,0.8,3.092,0.025,0.054,0.036,0.096,0.046,50,standing,goat03,3920401,1970-01-01 01:05:20.401
132,1.065,48.947,10.759,7.359,9.401,7.362,14.226,0.22,4.237,1.975,27.777,0.2,3.019,3.352,1.389,0.91,1.688,1.645,9.268,10.515,10.035,10.077,0.234,0.243,10.038,0.66,1.125,-0.669,0.748,4.6,3.073,0.026,0.027,0.048,0.016,0.034,50,standing,goat03,3930401,1970-01-01 01:05:30.401
133,2.176,67.558,14.931,11.364,13.786,13.044,20.229,0.26,4.429,2.057,42.645,0.2,3.081,4.211,2.922,1.8,3.409,1.988,8.999,11.572,9.994,9.94,0.456,0.435,10.005,0.56,3.006,0.981,1.443,2.2,3.088,0.064,0.043,0.038,0.066,0.072,50,standing,goat03,3940401,1970-01-01 01:05:40.401
134,0.972,25.915,6.099,3.775,6.132,4.314,8.605,0.14,2.24,1.742,16.145,0.6,2.904,1.996,0.803,2.368,1.227,1.31,9.305,10.382,9.98,10.005,0.15,0.128,9.981,0.38,7.202,-1.536,0.506,2.6,3.146,0.024,0.018,0.002,0.022,0.021,50,standing,goat03,3950401,1970-01-01 01:05:50.401
135,0.334,18.582,5.134,3.047,4.772,6.171,6.976,0.14,0.897,1.316,11.5,0.2,2.804,2.113,1.281,1.323,0.89,1.079,9.479,10.577,9.998,9.998,0.136,0.104,9.998,0.42,8.753,0.536,0.441,3.6,3.104,0.012,0.01,0.005,0.015,0.004,50,standing,goat03,3960401,1970-01-01 01:06:00.401
136,0.311,18.741,4.039,2.09,4.907,2.561,6.318,0.14,2.143,1.836,11.718,0.2,2.75,1.899,1.552,1.629,0.874,0.456,9.731,10.195,9.975,9.967,0.096,0.118,9.976,0.52,0.326,-0.063,0.303,4.6,3.074,0.007,0.016,0.015,0.007,0.007,50,standing,goat03,3970401,1970-01-01 01:06:10.401
137,0.172,6.226,1.505,1.175,1.223,1.185,1.931,0.36,4.32,1.929,3.464,0.2,2.961,0.413,0.266,0.265,0.277,0.246,9.731,10.112,9.974,9.97,0.077,0.094,9.974,0.38,0.832,-0.699,0.223,0.8,2.982,0.012,0.0,0.009,0.024,0.017,50,standing,goat03,3980401,1970-01-01 01:06:20.401
138,1.823,61.606,10.599,6.402,10.891,9.434,15.119,0.2,8.593,2.65,32.787,0.2,3.069,3.793,1.953,2.713,2.638,2.036,9.421,10.989,9.973,9.939,0.265,0.258,9.976,0.54,3.468,1.187,0.838,4.6,3.091,0.026,0.043,0.032,0.033,0.033,50,standing,goat03,3990401,1970-01-01 01:06:30.401
139,1.322,43.701,8.856,7.1,7.711,6.407,11.691,0.34,7.21,2.425,23.532,0.4,3.07,0.568,2.338,1.395,1.483,1.49,9.621,10.249,9.976,9.967,0.139,0.144,9.977,0.52,0.454,-0.407,0.458,5.0,3.104,0.025,0.013,0.019,0.013,0.014,50,standing,goat03,4000401,1970-01-01 01:06:40.401
140,1.305,27.069,7.836,6.099,5.729,5.192,9.673,0.26,1.876,1.522,17.301,0.2,3.056,1.753,0.361,0.274,0.745,1.705,9.417,10.561,9.98,9.951,0.22,0.204,9.982,0.52,0.652,0.349,0.645,3.6,2.986,0.027,0.051,0.018,0.041,0.011,50,standing,goat03,4010401,1970-01-01 01:06:50.401
141,1.604,28.05,7.067,6.003,4.647,5.073,8.432,0.3,6.578,2.07,14.259,0.2,3.057,1.225,0.998,0.72,0.764,0.803,9.562,10.497,9.977,9.962,0.227,0.3,9.98,0.42,-0.418,0.328,0.725,2.0,3.118,0.032,0.012,0.027,0.022,0.025,50,standing,goat03,4020401,1970-01-01 01:07:00.401
142,1.731,32.051,7.761,5.812,5.944,6.989,9.74,0.28,4.37,1.871,19.356,0.2,3.125,1.716,0.969,1.398,0.798,0.905,9.079,10.787,9.992,10.014,0.246,0.187,9.995,0.4,4.422,-0.466,0.762,3.6,3.064,0.05,0.031,0.012,0.023,0.003,50,standing,goat03,4030401,1970-01-01 01:07:10.401
143,0.875,39.698,9.76,6.162,9.458,6.57,13.525,0.12,1.484,1.58,23.306,0.2,2.854,3.842,2.961,3.375,1.339,0.729,9.458,10.47,10.0,9.996,0.217,0.3,10.002,0.38,-0.279,0.063,0.656,2.0,3.052,0.014,0.011,0.019,0.034,0.024,50,standing,goat03,4040401,1970-01-01 01:07:20.401
144,0.917,22.64,9.048,7.653,6.039,7.503,10.845,0.24,-0.39,0.79,16.191,0.2,2.937,2.679,1.236,1.467,1.233,0.761,9.545,10.549,10.019,9.991,0.214,0.301,10.021,0.44,-0.325,0.135,0.637,0.2,3.031,0.058,0.012,0.029,0.019,0.013,50,standing,goat03,4050401,1970-01-01 01:07:30.401
145,0.962,19.73,5.31,4.567,3.389,3.408,6.281,0.32,5.447,2.059,9.971,0.2,3.008,1.024,0.854,0.521,0.798,0.664,9.499,10.421,9.965,9.966,0.214,0.269,9.967,0.3,-0.462,0.059,0.666,0.8,3.074,0.039,0.021,0.048,0.062,0.025,50,standing,goat03,4060401,1970-01-01 01:07:40.401
146,1.682,76.128,10.612,5.544,15.242,4.436,18.447,0.12,7.312,2.772,37.682,0.2,2.8,6.043,4.898,3.793,3.352,2.758,9.647,10.403,10.026,10.042,0.21,0.382,10.028,0.52,-1.182,0.008,0.656,2.0,3.081,0.035,0.008,0.009,0.02,0.03,50,standing,goat03,4070401,1970-01-01 01:07:50.401
