cattle_id,timestamp,label,ax,ay,az,gx,gy,gz
goat03,4101,walking,2.1520,-0.3744,0.9273,-64.5732,-128.5980,-81.9512
goat03,4201,walking,0.3684,-0.1713,-0.3840,-56.8902,5.8537,-69.6341
goat03,4301,walking,0.4629,-1.5150,-0.7274,-6.0976,51.4024,90.1220
goat03,4401,walking,0.8246,0.1646,-0.5809,64.2683,146.9510,-62.0122
goat03,4501,walking,1.1566,-0.1181,0.0547,28.3537,-5.1829,33.1707
goat03,4601,walking,0.2977,-0.2293,0.6572,-35.7927,-29.0854,-17.6220
goat03,4701,walking,1.3116,-0.1930,0.0082,10.3049,53.5366,90.6707
goat03,4801,walking,1.1590,-0.8558,-0.0351,7.7439,-159.9390,14.3293
goat03,4901,walking,0.6681,-0.2926,0.3768,7.3781,-126.3410,-23.4756
goat03,5001,walking,0.9245,-0.8105,-0.1209,39.2073,-265.4270,-96.8902
goat03,5101,walking,0.3493,0.3033,-0.6951,-40.0610,83.2317,30.4878
goat03,5201,walking,0.4210,-2.3620,-0.9054,-45.5488,-100.0610,43.5976
goat03,5301,walking,0.8417,0.4689,0.2350,-26.6463,111.4630,80.6098
goat03,5401,walking,0.5682,-0.8237,0.4130,62.1341,34.2683,-30.6707
goat03,5501,walking,0.1695,-0.6075,0.0586,75.0000,73.9634,-21.5244
goat03,5601,walking,0.3303,-0.0421,-0.0225,-19.8780,-44.5122,28.9634
goat03,5701,walking,0.4273,-1.9802,0.5627,40.2439,-9.2683,4.8781
goat03,5801,walking,0.5058,-0.5774,0.5784,36.8293,-77.9268,-6.1585
goat03,5901,walking,1.1741,-0.5816,0.5375,-2.7439,-180.6710,-112.1340
goat03,6001,walking,0.0720,-0.2610,-0.3454,-15.1829,143.5370,1.8293
goat03,6101,walking,0.1826,-0.8964,-0.8668,-1.8293,-64.7561,34.5732
goat03,6201,walking,1.4549,-0.2599,0.4729,-83.3537,42.3171,54.3902
goat03,6301,walking,0.6111,-1.0731,0.0531,52.9878,76.6463,-3.2927
goat03,6401,walking,0.4517,-0.2673,-0.0225,60.3659,133.4760,-45.0000
goat03,6501,walking,0.8670,-0.1223,0.5768,-29.5122,-91.8293,19.4512
goat03,6601,walking,0.4225,-0.4181,0.4800,3.4756,-280.6710,-50.5488
goat03,6701,walking,0.8846,-1.0272,-0.5699,6.7683,-125.0000,-5.9146
goat03,6801,walking,0.6579,-0.5584,0.0799,-43.4146,-203.7200,-163.8410
goat03,6901,walking,0.2314,-0.0516,-0.1115,0.5488,36.7073,-12.0122
goat03,7001,walking,0.6720,-1.0852,-1.2787,-20.9146,-114.5120,70.1829
goat03,7101,walking,1.0099,-0.1049,0.4493,-15.6098,39.9390,-15.1220
goat03,7201,walking,1.5168,-1.2297,-0.5210,-11.4634,152.5610,36.8902
goat03,7301,walking,-0.0055,-0.3997,0.5879,-1.4634,3.6585,-95.9756
goat03,7401,walking,0.4907,-0.5890,-0.2336,51.3415,-60.7317,79.6951
goat03,7501,walking,1.7381,0.5242,-1.4338,10.7927,-103.5370,-24.8171
goat03,7601,walking,1.8444,-1.3515,0.8060,-5.2439,-233.4760,-89.5732
goat03,7701,walking,0.1787,0.0153,-0.5037,-25.2439,137.9880,13.1098
goat03,7801,walking,0.2972,-2.2375,-1.9418,-15.7317,-114.2070,37.0732
goat03,7901,walking,0.6798,0.5706,0.5532,-50.3049,69.1463,52.5610
goat03,8001,walking,0.8890,-0.6560,0.5430,-5.8537,157.2560,5.6707
goat03,8101,walking,0.5307,-0.7767,0.5816,50.3049,-110.1830,-37.7439
goat03,8201,walking,0.2372,-1.0415,-0.6226,5.1829,-127.4390,20.6707
goat03,8301,walking,1.2243,-0.0986,-0.5407,-8.4146,-7.4390,-9.5122
goat03,8401,walking,0.7115,-0.6133,0.5461,-97.7439,-70.9146,-50.3659
goat03,8501,walking,0.6828,-0.3854,-0.6549,-6.7683,-108.6590,-87.4390
goat03,8601,walking,0.3757,0.2943,-0.6392,52.3171,28.1098,-6.2195
goat03,8701,walking,1.7308,-2.2459,-1.2149,17.9878,-114.1460,93.4756
goat03,8801,walking,0.3723,-0.0479,-0.6659,13.2927,89.5122,48.7805
goat03,8901,walking,0.6369,-0.3833,0.0177,47.1341,97.3171,23.2927
goat03,9001,walking,0.9757,-0.4076,-0.3596,16.4024,99.5732,16.6463
goat03,9101,walking,0.3888,-0.5331,0.5146,-35.1220,175.6710,33.9024
goat03,9201,walking,1.0089,-0.5236,0.4099,-48.6585,79.4512,67.5000
goat03,9301,walking,0.8948,-0.8848,0.3579,11.5244,63.5366,32.8049
goat03,9401,walking,0.9075,-0.6665,-0.0784,14.3293,71.1585,7.5610
goat03,9501,walking,1.3252,-0.6143,0.1382,-8.1098,2.9268,-25.0610
goat03,9601,walking,0.1539,0.1387,-0.2257,-95.9756,152.6830,-10.7927
goat03,9701,walking,0.4405,-0.3496,-0.4399,-66.2195,-19.7561,99.6951
goat03,9801,walking,1.0449,-0.6660,-0.6526,-4.5122,95.3049,7.4390
goat03,9901,walking,0.5546,-1.0309,0.0381,-34.6951,105.4270,58.8415
goat03,10001,walking,0.8909,-0.5848,0.4910,-35.9756,153.9630,58.5976
goat03,10101,walking,0.5029,-0.5537,0.5642,-20.7317,141.7070,-2.8659
goat03,10201,walking,0.6038,-0.6228,0.7202,-1.2805,89.2683,6.5854
goat03,10301,walking,0.7442,-0.5848,0.2587,4.3902,-56.7073,33.9024
goat03,10401,walking,1.0186,-0.9550,0.8517,3.8415,-38.0488,23.8415
goat03,10501,walking,0.6584,-0.8358,0.3303,24.4512,-59.7561,-14.7561
goat03,10601,walking,0.6979,-0.2721,0.5186,-27.5610,-89.2683,-16.2195
goat03,10701,walking,0.4571,-0.3132,0.2224,-20.6098,-99.0854,-39.8171
goat03,10801,walking,1.4169,-0.6818,-0.1225,-40.4878,-205.6100,-70.7317
goat03,10901,walking,0.8090,-0.5331,-0.3659,7.1342,-147.6220,-58.1098
goat03,11001,walking,1.0791,-0.6101,0.3138,16.8293,306.1590,-114.7560
goat03,11101,walking,0.1271,0.8638,1.0076,-62.9268,18.6585,-87.5610
goat03,11201,walking,0.4502,-1.7028,0.6776,-59.1463,-117.0120,111.0370
goat03,11301,walking,1.9224,-0.8453,-1.1912,5.1220,-122.3780,-50.8537
goat03,11401,walking,0.2723,-0.4456,-0.2170,-37.3171,13.1707,-42.2561
goat03,11501,walking,0.0793,0.1830,0.2461,-22.8659,72.6829,46.6463
goat03,11601,walking,0.7559,-1.7993,-2.6475,-13.2317,-47.5000,123.2320
goat03,11701,walking,0.4556,0.5026,0.2847,-9.8781,135.0610,4.7561
goat03,11801,walking,1.1332,-0.8506,-0.1903,12.3780,150.2440,24.5122
goat03,11901,walking,0.0091,-0.1703,0.9690,25.1829,-117.9880,-47.2561
goat03,12001,walking,0.2499,-2.5233,0.2161,46.5854,3.7805,66.2195
goat03,12101,walking,0.6833,0.0037,0.1894,-7.7439,-100.7930,-4.2073
goat03,12201,walking,0.8607,-0.4503,-0.0997,-76.4634,-101.6460,-61.1585
goat03,12301,walking,0.0320,0.1377,-0.1391,-26.6463,120.1220,47.9268
goat03,12401,walking,0.7437,-2.6905,-1.2944,-1.7683,185.6710,164.2070
goat03,12501,walking,0.3435,0.2569,0.1594,20.8537,143.1710,69.5122
goat03,12601,walking,1.9970,-0.8205,0.3894,10.9146,380.6100,17.5000
goat03,12701,walking,0.8105,0.1440,0.2130,38.5366,-191.4630,-18.2927
goat03,12801,walking,0.6374,-0.0189,0.3240,-35.4268,-132.4390,40.1220
goat03,12901,walking,0.9791,-1.1475,-0.5951,-39.5732,-355.6710,-115.4880
goat03,13001,walking,0.0559,-0.0353,-0.4045,-80.3049,51.2195,-14.5732
goat03,13101,walking,-0.1523,-2.8334,-1.4645,52.7439,-6.7073,153.4760
goat03,13201,walking,0.4122,0.6323,0.1374,12.9268,221.2800,4.1463
goat03,13301,walking,1.7698,-1.1949,0.1720,37.6220,326.1590,46.8293
goat03,13401,walking,0.2260,0.2896,0.7777,46.1585,-164.0850,-39.2073
goat03,13501,walking,0.3391,-0.5653,0.0066,-41.5854,-190.4880,24.2683
goat03,13601,walking,1.8278,-1.7476,-1.6480,11.5244,-244.9390,58.1707
goat03,13701,walking,-0.0450,0.1118,-0.4486,-81.0366,129.9390,-30.6707
goat03,13801,walking,-0.2770,-0.5906,-0.4431,-47.0122,-53.9024,42.1951
goat03,13901,walking,0.5375,-0.4018,0.7344,-109.0850,154.0850,140.3660
goat03,14001,walking,0.2402,-1.0932,1.0596,56.4024,109.5730,31.7073
goat03,14101,walking,-0.1201,-0.4529,0.5123,147.1950,-77.9878,-112.9880
goat03,14201,walking,-0.4720,-1.2751,-0.6943,77.5610,-29.8780,23.9024
goat03,14301,walking,-0.0289,-0.1460,-0.0595,-14.5732,-88.1098,50.4878
goat03,14401,walking,0.0305,-1.4059,-0.6155,-132.0120,-144.3900,83.5976
goat03,14501,walking,0.2109,-0.3459,0.4280,-113.4150,-63.3537,9.5732
goat03,14601,walking,-0.0289,-0.6665,0.6288,88.3537,15.3659,-96.6463
goat03,14701,walking,-0.2312,-0.6280,-0.1194,152.5610,86.4024,-51.7073
goat03,14801,walking,-0.2766,-0.7298,-0.9085,36.8293,78.8415,101.1590
goat03,14901,walking,-0.1220,-0.9486,-0.1076,6.5244,-9.3902,5.1220
goat03,15001,walking,-0.0163,-0.9270,-0.1926,31.7073,91.1585,13.5976
goat03,15101,walking,0.0939,-0.8042,-0.7912,105.9150,137.1950,5.9146
goat03,15201,walking,0.1514,-0.2093,-0.5557,57.1341,162.5000,-30.0610
goat03,15301,walking,0.1558,-0.5964,-0.2848,-99.5122,74.9390,-60.9756
goat03,15401,walking,0.2626,-0.3833,0.0830,-59.2073,85.7317,-0.9146
goat03,15501,walking,0.2626,-0.6776,-0.3958,17.1951,63.1707,76.7073
goat03,15601,walking,0.3966,-0.1434,-0.5076,13.2317,-35.4268,57.2561
goat03,15701,walking,0.6296,0.1435,0.6572,-161.0980,231.8900,122.2560
goat03,15801,walking,0.2826,-0.9154,0.3154,-3.2927,191.3410,12.7439
goat03,15901,walking,0.3898,-0.9439,0.4044,108.9020,-39.5122,-84.1463
goat03,16001,walking,0.3269,-0.7630,-0.5179,115.8540,-24.0854,-7.2561
goat03,16101,walking,0.4512,0.6424,0.1138,-27.4390,-115.3050,46.5244
goat03,16201,walking,2.2046,-1.3621,-0.3399,-70.9146,45.4268,83.2927
goat03,16301,walking,0.0247,-0.4044,-0.7329,-30.1829,55.6707,-86.6463
goat03,16401,walking,-0.1908,-1.0177,-2.2395,-32.5000,-9.3293,13.8415
goat03,16501,walking,0.4912,-0.0363,-0.2021,-182.3780,77.6829,153.9630
goat03,16601,walking,0.5429,-0.1107,0.6115,27.6220,147.5610,14.5732
goat03,16701,walking,0.3581,-0.1112,0.3461,114.5730,-94.2683,-129.1460
goat03,16801,walking,0.2065,-1.5714,-0.6927,34.8171,-110.9150,-1.1585
goat03,16901,walking,0.9202,-0.3849,-0.8305,91.2195,-234.6950,37.5610
goat03,17001,walking,0.3357,0.2131,-0.4974,-88.8415,101.8290,-88.2317
goat03,17101,walking,0.0798,-0.6275,-1.1290,-24.3902,-69.2683,-6.5854
goat03,17201,walking,1.2507,0.2553,0.7808,-123.8410,34.8780,151.0370
goat03,17301,walking,0.4571,-0.4176,0.3957,2.5000,111.6460,-27.4390
goat03,17401,walking,0.5936,-0.0574,0.2413,98.0488,-39.4512,-98.1098
goat03,17501,walking,0.3279,-0.7092,-0.7801,5.5488,-140.6100,23.1707
goat03,17601,walking,2.1242,-1.0109,-1.4433,45.6707,-197.2560,59.9390
goat03,17701,walking,0.0135,0.0849,-0.5218,-59.2073,139.6950,-30.2439
goat03,17801,walking,-0.2380,-3.2843,-2.3655,4.8781,-19.9390,98.6585
goat03,17901,walking,1.3501,0.2268,-0.2729,-21.5854,213.5980,132.6830
goat03,18001,walking,0.5804,-0.4498,-0.0792,78.0488,86.2805,-59.5732
goat03,18101,walking,1.2950,0.3866,-0.3391,35.4878,-34.6951,-8.4756
goat03,18201,walking,0.6920,-0.1645,0.2075,-30.1220,-151.8900,54.1463
goat03,18301,walking,1.3750,-0.9397,0.2122,-5.0000,-236.7680,-126.4630
goat03,18401,walking,-0.0533,-0.5368,-0.6573,-37.3171,104.5730,-13.4146
goat03,18501,walking,0.1271,-0.3427,-0.4297,-16.9512,-40.7317,43.0488
goat03,18601,walking,3.3906,-0.5669,0.3130,-15.0000,23.5366,46.9512
goat03,18701,walking,0.3581,-1.4855,-0.0296,65.8537,97.2561,35.6707
goat03,18801,walking,1.5231,-0.6301,-1.0156,78.4146,152.2560,29.3293
goat03,18901,walking,0.0978,-0.0738,0.5729,-37.1951,-83.2317,-24.0244
goat03,19001,walking,0.3040,-1.6221,-0.4777,63.3537,151.8290,95.6098
goat03,19101,walking,0.6326,-0.6064,-0.1123,37.8049,-49.4512,-14.3902
goat03,19201,walking,0.4844,-0.4482,-0.2099,-21.7073,-60.6707,4.1463
goat03,19301,walking,0.3303,-0.4872,-0.7518,-43.9024,-80.3049,-84.2683
goat03,19401,walking,0.1275,0.0654,-0.4525,-24.9390,58.4756,22.2561
goat03,19501,walking,0.2704,-0.9281,-0.3076,-40.8537,-31.2805,70.8537
goat03,19601,walking,0.4298,-0.7868,-0.4982,48.9634,181.7070,29.0244
goat03,19701,walking,0.4917,-0.6391,-0.2320,31.2195,29.5732,4.3293
goat03,19801,walking,0.6179,-0.7309,-0.2367,-0.1829,125.6100,14.8171
goat03,19901,walking,0.1222,-0.4197,0.2681,34.6341,74.8171,-42.8659
goat03,20001,walking,0.2640,-0.0680,0.0342,4.8781,-16.5854,28.1707
goat03,20101,walking,0.5224,-0.5473,0.0925,-14.9390,53.9634,83.7805
goat03,20201,walking,0.7052,-0.8279,-0.1414,-18.1707,-76.2195,16.6463
goat03,20301,walking,0.3654,-0.6201,0.2642,-5.0610,-11.8293,10.8537
goat03,20401,walking,0.2377,-1.0826,0.1248,-27.3171,-85.7317,-33.7805
goat03,20501,walking,0.0954,-0.4566,-0.0611,-27.2561,-34.2073,-28.7195
goat03,20601,walking,0.0213,-0.3058,0.0870,12.5000,46.1585,15.9756
goat03,20701,walking,0.5117,-0.8864,-0.4659,-43.8415,-107.9270,29.5122
goat03,20801,walking,0.0934,-1.1005,0.0633,-22.3171,112.8050,14.8780
goat03,20901,walking,0.3357,-0.6185,0.0547,1.0976,-19.2683,-24.6341
goat03,21001,walking,0.3645,-0.6423,-0.1154,10.6707,49.2683,-35.6707
goat03,21101,walking,0.3918,-0.8258,0.0413,10.3659,23.5976,-39.3293
goat03,21201,walking,0.6677,-0.5189,0.0200,-5.8537,70.3659,18.5366
goat03,21301,walking,0.7349,-0.4023,0.2130,5.0000,47.1951,7.0732
goat03,21401,walking,0.7140,-0.3586,-0.0461,-18.1707,-1.7683,20.9756
goat03,21501,walking,1.1858,-1.0035,0.3792,6.6463,52.8659,34.6341
goat03,21601,walking,0.6896,-0.4329,0.2784,23.7195,-133.9020,-6.4634
goat03,21701,walking,0.5170,-0.9814,-0.3194,10.4878,-119.8170,-55.1829
goat03,21801,walking,0.1241,-0.0933,-0.3706,-58.5366,-6.6463,-31.6463
goat03,21901,walking,0.2674,-0.5821,0.1460,-41.1585,-19.5122,62.8659
goat03,22001,walking,0.9952,-0.1429,0.6776,-43.7195,120.4880,50.4878
goat03,22101,walking,0.4390,-1.0104,0.1445,43.7195,122.6830,33.2927
goat03,22201,walking,1.3389,-0.5763,-0.2257,52.9268,224.0850,0.0610
goat03,22301,walking,0.0481,-0.0706,0.3059,-6.1585,-62.1341,-55.9756
goat03,22401,walking,0.8310,-1.9738,-0.4391,-32.0122,179.4510,149.0850
goat03,22501,walking,0.7140,0.2252,-0.1729,11.8293,-132.5000,-8.2317
goat03,22601,walking,0.7959,-0.5716,-0.5604,-50.1220,-173.9630,-58.7195
goat03,22701,walking,0.1202,-0.2520,-0.0619,-45.3049,113.7200,-61.5854
goat03,22801,walking,0.1948,-0.0722,0.3587,5.6707,-63.3537,-2.9268
goat03,22901,walking,1.0859,-1.5040,-1.8166,-31.5854,-148.7200,43.1707
goat03,23001,walking,0.3167,-0.3870,-0.1706,-18.7805,69.6341,24.0854
goat03,23101,walking,0.9845,-1.0415,-0.1091,53.8415,139.2680,50.3049
goat03,23201,walking,0.3986,-0.4814,-0.0052,-4.9390,94.7561,-90.9756
goat03,23301,walking,0.1383,-0.1466,0.6776,-4.0854,-59.8780,-23.1098
goat03,23401,walking,1.6543,-2.0566,-0.9975,72.0122,163.1100,197.5610
goat03,23501,walking,0.3264,0.0370,0.0657,-5.0000,-187.9880,-50.7927
goat03,23601,walking,0.6725,-0.4841,-0.5069,20.8537,-75.5488,14.3293
goat03,23701,walking,0.9397,-0.7214,-0.3856,-54.9390,-200.9150,-166.2800
goat03,23801,walking,0.1266,0.2416,-0.0611,3.2317,83.4146,31.1585
goat03,23901,walking,0.6584,-0.4508,-0.2218,-9.1463,49.9390,108.5980
goat03,24001,walking,1.0289,-0.0864,-0.3202,-41.4634,21.0976,-13.2927
goat03,24101,walking,0.4941,-0.7198,0.1941,23.1098,72.1341,41.3415
goat03,24201,walking,0.9904,-0.9033,-0.0382,33.5976,180.1220,19.3293
goat03,24301,walking,0.4273,-0.5220,0.2941,-30.8537,116.7070,-53.5976
goat03,24401,walking,0.7778,0.1092,0.1697,14.4512,-26.4634,39.5732
goat03,24501,walking,1.3404,-1.2656,-0.6864,9.3902,-54.2073,-7.0122
goat03,24601,walking,0.4853,-0.6591,0.1295,14.7561,-16.2805,21.6463
goat03,24701,walking,0.9343,-0.7535,0.1138,4.8171,-90.8537,-15.3049
goat03,24801,walking,0.8899,-0.4772,0.0893,0.3049,-82.4390,-80.6098
goat03,24901,walking,0.2499,-0.2104,-0.4100,-0.0610,31.0366,7.6220
goat03,25001,walking,0.7939,-0.8479,-0.7400,-21.0976,0.9756,40.9146
goat03,25101,walking,0.6925,-0.4355,-0.1698,14.2683,-29.9390,-9.0244
goat03,25201,walking,0.7398,-0.3986,-0.2722,1.2195,-34.6341,-19.6951
goat03,25301,walking,0.7300,-0.4872,-0.3887,2.0122,-42.0122,-27.0122
goat03,25401,walking,0.8407,-0.2510,-0.2092,-4.2683,-40.3659,5.7927
goat03,25501,walking,0.8285,-1.1575,-1.0440,19.0854,-3.5366,31.8902
goat03,25601,walking,0.7378,-0.1735,-0.0485,-20.0610,65.4268,35.7317
goat03,25701,walking,1.4188,-1.0763,-0.5202,-14.2073,174.5730,-14.5122
goat03,25801,walking,-0.0328,-0.2763,1.0699,-0.9756,-26.4024,-63.7195
goat03,25901,walking,0.2709,-2.3862,-1.1692,153.3540,29.4512,90.6098
goat03,26001,walking,1.1400,0.7700,-0.9282,44.6341,-151.4630,-30.9146
goat03,26101,walking,0.5726,-0.4081,-0.8313,-40.3659,-56.8902,-15.2439
goat03,26201,walking,0.1363,-0.2573,0.0318,-97.7439,44.0854,-12.0732
goat03,26301,walking,0.0851,-1.9554,-1.7866,24.6951,-75.3049,49.6951
goat03,26401,walking,0.9787,0.5279,-0.5974,-34.6951,60.0610,29.8171
goat03,26501,walking,0.7452,-0.5252,0.0192,49.8171,74.0244,-38.7805
goat03,26601,walking,-0.0977,0.0554,0.5138,12.4390,-66.7073,-102.4390
goat03,26701,walking,0.2484,-3.3402,-0.3856,52.7439,18.4756,139.2070
goat03,26801,walking,2.0535,-0.1007,0.3004,-8.2927,-157.8660,-28.9024
goat03,26901,walking,0.2416,-0.0632,-0.4407,-55.1829,31.3415,-128.5370
goat03,27001,walking,0.0652,0.7151,0.4382,-23.9634,26.4634,36.6463
goat03,27101,walking,1.9960,-1.3890,0.6414,-45.5488,28.9024,107.4390
goat03,27201,walking,0.6954,-0.7841,0.5382,78.8415,277.1950,77.5610
goat03,27301,walking,-0.0665,-0.3638,0.1933,69.3902,45.2439,-123.9630
goat03,27401,walking,-0.1181,-1.2761,-1.9363,66.0366,-94.4512,34.8171
goat03,27501,walking,1.4583,0.4230,0.2461,-51.4634,10.3049,56.1585
goat03,27601,walking,0.4244,0.1187,-0.5407,-38.7805,-127.8660,-144.5120
goat03,27701,walking,0.0320,0.6751,0.2012,-34.0854,80.6098,21.0366
goat03,27801,walking,0.3079,-2.8044,-1.3842,-24.6341,109.8780,179.2070
goat03,27901,walking,1.3472,-0.6106,-0.6974,68.1098,273.9020,114.1460
goat03,28001,walking,0.9314,-0.7309,0.4311,107.5610,170.0000,-108.5370
goat03,28101,walking,-0.0202,-0.4730,-0.7140,75.1220,-126.9510,3.2927
goat03,28201,walking,2.0711,-0.2794,-0.3698,-70.3049,-44.7561,126.4020
goat03,28301,walking,0.4970,-0.8268,-0.4045,-58.1098,-186.9510,-145.1220
goat03,28401,walking,0.1110,0.8480,0.5028,-24.0244,31.4634,9.8171
goat03,28501,walking,0.8656,-3.9577,-1.7418,-11.8293,111.5240,165.0610
goat03,28601,walking,0.8373,-0.6233,-0.4525,89.6341,261.5850,95.9146
goat03,28701,walking,1.1990,-0.8347,-0.1091,86.8293,53.4756,-74.3293
goat03,28801,walking,-0.0182,0.1667,0.6060,49.7561,-155.8540,-61.8902
goat03,28901,walking,2.4030,-1.9469,-1.1078,42.9268,119.0240,185.7320
goat03,29001,walking,0.5507,-0.6554,-0.0398,19.9390,-51.4634,-6.2195
goat03,29101,walking,0.6935,-0.5294,-0.5691,16.0976,-64.7561,-37.0732
goat03,29201,walking,0.8124,-0.2378,-0.4848,-18.3537,-55.0000,-28.1707
goat03,29301,walking,0.6170,-0.2035,-0.5336,-7.3781,8.0488,4.8171
goat03,29401,walking,0.8022,-0.4245,-0.1784,20.9756,-91.0366,-36.6463
goat03,29501,walking,0.2816,-0.5711,0.2153,47.6220,-40.6098,-51.2195
goat03,29601,walking,0.4839,-0.4224,-0.0186,64.6951,-170.7320,-20.1220
goat03,29701,walking,1.2901,-2.1927,-0.3612,-21.7683,131.2800,35.6098
goat03,29801,walking,0.2270,-0.5990,-0.3115,132.5610,-247.8050,-122.2560
goat03,29901,walking,0.2670,0.0533,-0.9833,2.1951,-122.2560,-55.0610
goat03,30001,walking,0.5131,-0.6417,-0.1398,-21.0366,-50.8537,12.5000
goat03,30101,walking,0.5200,-0.1666,-0.3470,6.2195,-33.5976,-20.1829
goat03,30201,walking,0.7486,-1.6347,-0.8904,35.7927,-46.7683,46.7073
goat03,30301,walking,0.2333,0.0623,-0.1635,2.1342,16.5244,-25.1829
goat03,30401,walking,1.1678,-0.5289,0.1161,-33.4146,171.4630,29.9390
goat03,30501,walking,0.2504,-0.3580,0.6493,-5.9756,-86.2805,-35.7927
goat03,30601,walking,0.8188,-1.3637,-0.1272,48.1098,84.7561,65.0610
goat03,30701,walking,0.4639,-0.2668,-0.6108,5.7317,-153.5980,-18.7805
goat03,30801,walking,0.5356,-0.4556,-0.5785,-0.4268,-155.3660,-58.1707
goat03,30901,walking,0.8592,-0.4878,0.2917,-53.9634,-51.2195,-46.0366
goat03,31001,walking,0.0856,-0.0595,0.0956,4.3902,55.1829,-26.5244
goat03,31101,walking,0.1592,-0.6175,-0.9384,49.6341,-145.2440,25.1220
goat03,31201,walking,1.0050,-0.5157,-0.2753,-8.4146,35.7317,-53.8415
goat03,31301,walking,0.5087,-0.4994,0.0405,0.6707,-48.2927,-40.4878
goat03,31401,walking,0.4190,-0.7388,0.8840,-34.6341,103.9630,-90.4878
goat03,31501,walking,0.5765,-0.1365,0.4233,45.5488,-173.8410,-30.3659
goat03,31601,walking,1.4832,-0.5837,-1.8032,36.4634,-96.7683,-24.8780
goat03,31701,walking,0.4166,-0.7124,-0.2659,-8.1707,-84.3293,3.4146
goat03,31801,walking,0.5906,-0.5083,-0.9180,3.9634,-57.6829,1.2195
goat03,31901,walking,0.4439,-0.3970,-0.6510,-12.3171,-32.3171,2.8659
goat03,32001,walking,0.5755,-0.5447,-0.3304,-5.1220,-27.4390,8.7195
goat03,32101,walking,0.7023,-0.3818,-0.5321,17.8659,-42.2561,-32.5000
goat03,32201,walking,0.5048,-0.6507,-0.7549,31.1585,-40.3049,-20.8537
goat03,32301,walking,0.8056,-0.6164,-1.1723,-15.3659,4.3293,6.5244
